AreaManagerId,FareCalculationCode,StartDateFarePart,StartDurationFarePart,EndDurationFarePart,AmountFarePart,StepSizeFarePart,EndDateFarePart,AmountCumulative
34,34_TAR01,20140101,0,60,0.40000000,15,20180101,0.00000000
34,34_TAR01,20140101,60,999999,0.20000000,12,20180101,1.60000000
34,34_TAR01,20180101,0,10,0.50000000,10,20200709,0.00000000
34,34_TAR01,20180101,10,999999,0.40000000,15,20200709,0.50000000
34,34_TAR01,20200709,0,10,0.20000000,10,20220101,0.00000000
34,34_TAR01,20200709,10,999999,0.02733333,1,20220101,0.20000000
34,34_TAR01,20220101,0,10,0.20000000,10,20230101,0.00000000
34,34_TAR01,20220101,10,999999,0.02800000,1,20230101,0.20000000
34,34_TAR01,20230101,0,10,0.00000000,10,29991231,0.00000000
34,34_TAR01,20230101,10,11,0.55000000,1,29991231,0.00000000
34,34_TAR01,20230101,11,999999,0.02800000,1,29991231,0.55000000
34,34_TAR02,20140101,0,999999,0.50000000,15,20180201,0.00000000
34,34_TAR02,20180201,0,9,0.50000000,9,20200709,0.00000000
34,34_TAR02,20180201,9,999999,0.50000000,15,20200709,0.50000000
34,34_TAR02,20200709,0,1,0.21000000,1,20210810,0.00000000
34,34_TAR02,20200709,1,999999,0.03483333,1,20210810,0.21000000
34,34_TAR02,20210810,0,1,0.27000000,1,20220101,0.00000000
34,34_TAR02,20210810,1,999999,0.03550000,1,20220101,0.27000000
34,34_TAR02,20220101,0,1,0.27000000,1,20230101,0.00000000
34,34_TAR02,20220101,1,999999,0.03616667,1,20230101,0.27000000
34,34_TAR02,20230101,0,12,0.00000000,1,20240101,0.00000000
34,34_TAR02,20230101,12,13,0.72200000,1,20240101,0.00000000
34,34_TAR02,20230101,13,999999,0.03933333,1,20240101,0.72200000
34,34_TAR02,20240101,0,12,0.00000000,1,29991231,0.00000000
34,34_TAR02,20240101,12,13,0.79800000,1,29991231,0.00000000
34,34_TAR02,20240101,13,999999,0.04150000,1,29991231,0.79800000
34,34_WEEK1,20140101,0,999999,27.00000000,10800,20150101,0.00000000
34,34_WEEK1,20150101,0,999999,14.00000000,10800,29991231,0.00000000
34,34_WEEK2,20140101,0,999999,66.10000000,10800,29991231,0.00000000
34,36010,20120306,0,999999,0.20000000,5,20130101,0.00000000
34,36010,20130101,0,5,0.30000000,5,20160201,0.00000000
34,36010,20130101,5,999999,0.20000000,5,20160201,0.30000000
34,36010,20160201,0,6,0.08333333,1,20190101,0.00000000
34,36010,20160201,6,999999,0.04166667,1,20190101,0.49999998
34,36010,20190101,0,6,0.08666667,1,20200101,0.00000000
34,36010,20190101,6,999999,0.04266667,1,20200101,0.52000002
34,36010,20200101,0,6,0.08683333,1,20210101,0.00000000
34,36010,20200101,6,999999,0.04350000,1,20210101,0.52099998
34,36010,20210101,0,6,0.09000000,1,20220101,0.00000000
34,36010,20210101,6,999999,0.04433333,1,20220101,0.54000000
34,36010,20220101,0,6,0.09000000,1,20230101,0.00000000
34,36010,20220101,6,999999,0.04533333,1,20230101,0.54000000
34,36010,20230101,0,6,0.09916667,1,20240101,0.00000000
34,36010,20230101,6,999999,0.04916667,1,20240101,0.59500002
34,36010,20240101,0,6,0.10183333,1,20250101,0.00000000
34,36010,20240101,6,999999,0.05183333,1,20250101,0.61099998
34,36010,20250101,0,6,0.11333333,1,29991231,0.00000000
34,36010,20250101,6,999999,0.06333333,1,29991231,0.67999998
34,36020,20120306,0,352,0.50000000,16,20120328,0.00000000
34,36020,20120306,352,999999,0.00000000,352,20120328,11.00000000
34,36020,20120328,0,999999,0.50133333,16,20120330,0.00000000
34,36020,20120330,0,999999,0.50000000,16,20130101,0.00000000
34,36020,20130101,0,999999,0.50000000,15,20150210,0.00000000
34,36020,20150210,0,999999,0.03333333,1,20160201,0.00000000
34,36020,20160201,0,12,0.05500000,1,20190101,0.00000000
34,36020,20160201,12,999999,0.03333333,1,20190101,0.66000000
34,36020,20190101,0,12,0.05583333,1,20200101,0.00000000
34,36020,20190101,12,999999,0.03400000,1,20200101,0.66999996
34,36020,20200101,0,12,0.05633333,1,20210101,0.00000000
34,36020,20200101,12,999999,0.03483333,1,20210101,0.67599996
34,36020,20210101,0,12,0.05850000,1,20220101,0.00000000
34,36020,20210101,12,999999,0.03550000,1,20220101,0.70200000
34,36020,20220101,0,12,0.05850000,1,20230101,0.00000000
34,36020,20220101,12,999999,0.03616667,1,20230101,0.70200000
34,36020,20230101,0,12,0.06433333,1,20240101,0.00000000
34,36020,20230101,12,999999,0.03933333,1,20240101,0.77199996
34,36020,20240101,0,12,0.06650000,1,20250101,0.00000000
34,36020,20240101,12,999999,0.04150000,1,20250101,0.79800000
34,36020,20250101,0,12,0.07583333,1,29991231,0.00000000
34,36020,20250101,12,999999,0.05083333,1,29991231,0.90999996
34,36030,20120306,0,999999,0.50000000,20,20120328,0.00000000
34,36030,20120328,0,60,0.50000000,20,20130101,0.00000000
34,36030,20120328,60,999999,0.50000000,30,20130101,1.50000000
34,36030,20130101,0,4,0.20000000,4,20140101,0.00000000
34,36030,20130101,4,60,0.10000000,4,20140101,0.20000000
34,36030,20130101,60,999999,0.20000000,12,20140101,1.60000000
34,36030,20140101,0,4,0.20000000,4,20160201,0.00000000
34,36030,20140101,4,60,0.10000000,4,20160201,0.20000000
34,36030,20140101,60,999999,0.10000000,6,20160201,1.60000000
34,36030,20160201,0,6,0.06833333,1,20190101,0.00000000
34,36030,20160201,6,999999,0.02666667,1,20190101,0.40999998
34,36030,20190101,0,6,0.07000000,1,20220101,0.00000000
34,36030,20190101,6,999999,0.02733333,1,20220101,0.42000000
34,36030,20220101,0,6,0.07300000,1,20250101,0.00000000
34,36030,20220101,6,999999,0.02800000,1,20250101,0.43800000
34,36030,20250101,0,6,0.08416667,1,29991231,0.00000000
34,36030,20250101,6,999999,0.03416667,1,29991231,0.50500002
34,360300,20140801,0,999999,0.00000000,600,29991231,0.00000000
34,36040,20220101,0,60,0.00000000,60,20230101,0.00000000
34,36040,20220101,60,999999,0.01666667,1,20230101,0.00000000
34,36040,20230101,0,60,0.00000000,60,20240101,0.00000000
34,36040,20230101,60,999999,0.01816667,1,20240101,0.00000000
34,36040,20240101,0,60,0.00000000,60,20250101,0.00000000
34,36040,20240101,60,999999,0.01900000,1,20250101,0.00000000
34,36040,20250101,0,30,0.00000000,30,29991231,0.00000000
34,36040,20250101,30,999999,0.02166667,1,29991231,0.00000000
34,AVOND01,20130101,0,999999,5.00000000,360,20190101,0.00000000
34,AVOND01,20190101,0,999999,5.11000000,360,20200101,0.00000000
34,AVOND01,20200101,0,999999,5.22000000,360,20210101,0.00000000
34,AVOND01,20210101,0,999999,5.32000000,360,20220101,0.00000000
34,AVOND01,20220101,0,999999,5.44000000,360,20230101,0.00000000
34,AVOND01,20230101,0,999999,5.91000000,360,20240101,0.00000000
34,AVOND01,20240101,0,999999,6.21000000,360,20250101,0.00000000
34,AVOND01,20250101,0,999999,7.50000000,360,29991231,0.00000000
34,AVOND03,20140101,0,999999,2.50000000,240,20140801,0.00000000
34,AVOND03,20140801,0,999999,2.00000000,240,20190101,0.00000000
34,AVOND03,20190101,0,999999,2.04000000,240,29991231,0.00000000
34,BEZVGAB,20161101,0,4,0.00000000,4,20170102,0.00000000
34,BEZVGAB,20161101,4,120,0.70000000,116,20170102,0.00000000
34,BEZVGAB,20161101,120,999999,0.70000000,120,20170102,0.70000000
34,BEZVGAB,20170102,0,4,0.00000000,4,20220101,0.00000000
34,BEZVGAB,20170102,4,120,0.70000000,116,20220101,0.00000000
34,BEZVGAB,20170102,120,999999,0.30000000,1320,20220101,0.70000000
34,BEZVGAB,20220101,0,4,0.00000000,4,20230101,0.00000000
34,BEZVGAB,20220101,4,60,0.35000000,56,20230101,0.00000000
34,BEZVGAB,20220101,60,120,0.35000000,60,20230101,0.35000000
34,BEZVGAB,20220101,120,999999,0.30000000,780,20230101,0.70000000
34,BEZVGAB,20230101,0,4,0.00000000,4,20230103,0.00000000
34,BEZVGAB,20230101,4,60,0.00625000,1,20230103,0.00000000
34,BEZVGAB,20230101,60,999999,0.00583333,1,20230103,0.35000000
34,BEZVGAB,20230103,0,4,0.00000000,4,20250101,0.00000000
34,BEZVGAB,20230103,4,60,0.00625000,1,20250101,0.00000000
34,BEZVGAB,20230103,60,168,0.00583333,1,20250101,0.35000000
34,BEZVGAB,20230103,168,999999,0.02000000,780,20250101,0.97999964
34,BEZVGAB,20250101,0,4,0.00000000,4,20250106,0.00000000
34,BEZVGAB,20250101,4,60,0.00714286,1,20250106,0.00000000
34,BEZVGAB,20250101,60,225,0.00666667,1,20250106,0.40000016
34,BEZVGAB,20250101,225,999999,0.00670000,780,20250106,1.50000071
34,BEZVGAB,20250106,0,4,0.00000000,4,29991231,0.00000000
34,BEZVGAB,20250106,4,60,0.00714286,1,29991231,0.00000000
34,BEZVGAB,20250106,60,225,0.00666667,1,29991231,0.40000016
34,BEZVGAB,20250106,225,999999,0.00000000,780,29991231,1.50000071
34,BEZVGAS,20161101,0,4,0.00000000,4,20170102,0.00000000
34,BEZVGAS,20161101,4,120,1.40000000,116,20170102,0.00000000
34,BEZVGAS,20161101,120,999999,1.40000000,120,20170102,1.40000000
34,BEZVGAS,20170102,0,4,0.00000000,4,20220101,0.00000000
34,BEZVGAS,20170102,4,120,1.40000000,116,20220101,0.00000000
34,BEZVGAS,20170102,120,360,1.40000000,120,20220101,1.40000000
34,BEZVGAS,20170102,360,999999,0.80000000,1080,20220101,4.20000000
34,BEZVGAS,20220101,0,4,0.00000000,4,20230101,0.00000000
34,BEZVGAS,20220101,4,60,0.70000000,56,20230101,0.00000000
34,BEZVGAS,20220101,60,420,0.11666667,10,20230101,0.70000000
34,BEZVGAS,20220101,420,999999,0.10000000,1020,20230101,4.90000012
34,BEZVGAS,20230101,0,4,0.00000000,4,20230103,0.00000000
34,BEZVGAS,20230101,4,60,0.01339286,1,20230103,0.00000000
34,BEZVGAS,20230101,60,999999,0.01250000,1,20230103,0.75000016
34,BEZVGAS,20230103,0,4,0.00000000,4,20250101,0.00000000
34,BEZVGAS,20230103,4,60,0.01339286,1,20250101,0.00000000
34,BEZVGAS,20230103,60,432,0.01250000,1,20250101,0.75000016
34,BEZVGAS,20230103,432,999999,0.00000000,1020,20250101,5.40000016
34,BEZVGAS,20250101,0,4,0.00000000,4,29991231,0.00000000
34,BEZVGAS,20250101,4,60,0.01607143,1,29991231,0.00000000
34,BEZVGAS,20250101,60,440,0.01500000,1,29991231,0.90000008
34,BEZVGAS,20250101,440,999999,0.00000000,1020,29991231,6.60000008
34,BEZVGBZ,20161101,0,4,0.00000000,4,20170102,0.00000000
34,BEZVGBZ,20161101,4,240,0.20000000,236,20170102,0.00000000
34,BEZVGBZ,20161101,240,999999,0.20000000,240,20170102,0.20000000
34,BEZVGBZ,20170102,0,4,0.00000000,4,20220101,0.00000000
34,BEZVGBZ,20170102,4,240,0.20000000,236,20220101,0.00000000
34,BEZVGBZ,20170102,240,999999,0.20000000,1200,20220101,0.20000000
34,BEZVGBZ,20220101,0,4,0.00000000,4,20230103,0.00000000
34,BEZVGBZ,20220101,4,60,0.05000000,56,20230103,0.00000000
34,BEZVGBZ,20220101,60,480,0.05000000,60,20230103,0.05000000
34,BEZVGBZ,20220101,480,999999,0.00000000,420,20230103,0.40000000
34,BEZVGBZ,20230103,0,4,0.00000000,4,20250101,0.00000000
34,BEZVGBZ,20230103,4,60,0.05000000,56,20250101,0.00000000
34,BEZVGBZ,20230103,60,480,0.05000000,60,20250101,0.05000000
34,BEZVGBZ,20230103,480,999999,0.00000000,420,20250101,0.40000000
34,BEZVGBZ,20250101,0,4,0.00000000,4,29991231,0.00000000
34,BEZVGBZ,20250101,4,60,0.25000000,56,29991231,0.00000000
34,BEZVGBZ,20250101,60,240,0.25000000,60,29991231,0.25000000
34,BEZVGBZ,20250101,240,999999,0.00000000,660,29991231,1.00000000
34,CPL01,20150428,0,999999,0.00000000,1,29991231,0.00000000
34,DAG01,20120328,0,999999,11.00000000,352,20120330,0.00000000
34,DAG01,20120330,0,999999,11.00000000,1020,20130101,0.00000000
34,DAG01,20130101,0,999999,9.50000000,1020,20190101,0.00000000
34,DAG01,20190101,0,999999,9.71000000,1020,20200101,0.00000000
34,DAG01,20200101,0,999999,9.92000000,1020,20210101,0.00000000
34,DAG01,20210101,0,999999,10.10000000,1020,20220101,0.00000000
34,DAG01,20220101,0,999999,10.30000000,1020,20230101,0.00000000
34,DAG01,20230101,0,999999,11.23000000,1020,20240101,0.00000000
34,DAG01,20240101,0,999999,11.81000000,1020,20250101,0.00000000
34,DAG01,20250101,0,999999,14.40000000,1020,29991231,0.00000000
34,DAG02,20120328,0,999999,24.40000000,610,20120330,0.00000000
34,DAG02,20120330,0,999999,24.40000000,1020,20130101,0.00000000
34,DAG02,20130101,0,999999,24.90000000,1020,20140101,0.00000000
34,DAG02,20140101,0,999999,22.20000000,1020,20150101,0.00000000
34,DAG02,20150101,0,999999,24.90000000,1020,20160101,0.00000000
34,DAG02,20160101,0,999999,17.50000000,1020,20190101,0.00000000
34,DAG02,20190101,0,999999,17.89000000,1020,20200101,0.00000000
34,DAG02,20200101,0,999999,18.28000000,1020,20210101,0.00000000
34,DAG02,20210101,0,999999,18.62000000,1020,20220101,0.00000000
34,DAG02,20220101,0,999999,19.00000000,1020,20230101,0.00000000
34,DAG02,20230101,0,999999,20.68000000,1020,20240101,0.00000000
34,DAG02,20240101,0,999999,21.75000000,1020,20250101,0.00000000
34,DAG02,20250101,0,999999,26.50000000,1020,29991231,0.00000000
34,DAG03,20120328,0,999999,5.00000000,270,20120330,0.00000000
34,DAG03,20120330,0,999999,5.00000000,840,20140801,0.00000000
34,DAG03,20140801,0,999999,2.00000000,1440,20190101,0.00000000
34,DAG03,20190101,0,999999,2.04000000,1440,20200101,0.00000000
34,DAG03,20200101,0,999999,2.00000000,1440,20250101,0.00000000
34,DAG03,20250101,0,999999,3.00000000,840,29991231,0.00000000
34,DAG04,20220101,0,999999,5.00000000,900,20230101,0.00000000
34,DAG04,20230101,0,999999,5.44000000,900,20240101,0.00000000
34,DAG04,20240101,0,999999,5.70000000,900,20250101,0.00000000
34,DAG04,20250101,0,999999,6.90000000,900,29991231,0.00000000
34,DAGBEZAB,20230101,0,999999,1.00000000,840,29991231,0.00000000
34,DAGBEZASC,20230101,0,999999,5.40000000,1440,29991231,0.00000000
34,DAGBEZVGAB,20161101,0,999999,1.00000000,840,20170201,0.00000000
34,DAGBEZVGAS,20161101,0,999999,5.00000000,1020,20170201,0.00000000
34,DAGBEZVGBZ,20161101,0,999999,0.40000000,660,20170201,0.00000000
34,DAGBZ,20230101,0,999999,0.40000000,900,29991231,0.00000000
34,PR01,20150428,0,999999,0.00000000,1,29991231,0.00000000
34,PR02,20150429,0,999999,1.00000000,60,20161101,0.00000000
34,PR03,20150429,0,999999,5.00000000,1440,20161101,0.00000000
38,38_CARPOOL,20210713,0,999999,0.00000000,1,29991231,0.00000000
58,CPL01,20150723,0,999999,0.00000000,1,20190101,0.00000000
58,NULL,20120831,0,999999,0.00000000,1,20190101,0.00000000
58,TAR01,20120704,0,999999,0.00833333,1,20130701,0.00000000
58,TAR02,20120704,0,999999,0.70000000,30,20140101,0.00000000
58,TAR02,20140101,0,999999,0.02333333,1,20190101,0.00000000
58,TAR03,20120704,0,999999,0.70000000,20,20140101,0.00000000
58,TAR03,20140101,0,999999,0.03500000,1,20190101,0.00000000
58,TAR04,20120704,0,999999,0.70000000,15,20140101,0.00000000
58,TAR04,20140101,0,999999,0.04666667,1,20190101,0.00000000
58,TAR05,20120704,0,999999,2.00000000,780,20130701,0.00000000
58,TAR06,20120906,0,60,0.50000000,60,20140101,0.00000000
58,TAR06,20120906,60,999999,0.00888889,1,20140101,0.50000000
58,TAR07,20120906,0,60,0.10000000,60,20140101,0.00000000
58,TAR07,20120906,60,999999,0.01555556,1,20140101,0.10000000
58,TAR08,20120906,0,60,0.70000000,60,20140101,0.00000000
58,TAR08,20120906,60,999999,0.02333333,1,20140101,0.70000000
58,TAR08,20140101,0,60,0.01166667,1,20190101,0.00000000
58,TAR08,20140101,60,999999,0.02333333,1,20190101,0.70000020
59,CPL01,20150422,0,999999,0.00000000,1,29991231,0.00000000
59,PR01,20150423,0,999999,0.00000000,1,29991231,0.00000000
70,CPL01,20150812,0,999999,0.00000000,1,29991231,0.00000000
70,PR01,20150812,0,999999,0.00000000,1,29991231,0.00000000
70,REG01,20130527,0,999999,0.10000000,12,20150304,0.00000000
70,REG01,20150304,0,999999,0.00833333,1,20160101,0.00000000
70,REG01,20160101,0,999999,0.00916667,1,29991231,0.00000000
70,REG02,20130527,0,999999,0.10000000,6,20150304,0.00000000
70,REG02,20150304,0,999999,0.01666667,1,20160101,0.00000000
70,REG02,20160101,0,999999,0.01833333,1,29991231,0.00000000
70,VRIJ,20130527,0,999999,0.00000000,1,29991231,0.00000000
72,GAR01,20201217,0,240,1.00000000,60,20240909,0.00000000
72,GAR01,20201217,240,999999,2.00000000,60,20240909,4.00000000
72,GAR02,20201217,0,999999,14.00000000,1440,20240909,0.00000000
72,TAR01,20120109,0,999999,0.02000000,1,20160101,0.00000000
72,TAR01,20160101,0,999999,0.01666667,1,20210101,0.00000000
72,TAR01,20210101,0,999999,0.01833333,1,20230101,0.00000000
72,TAR01,20230101,0,60,0.01833333,1,29991231,0.00000000
72,TAR01,20230101,60,999999,0.03333333,1,29991231,1.09999980
72,TAR02,20120109,0,999999,0.00833333,1,20230101,0.00000000
72,TAR02,20230101,0,240,0.01833333,1,29991231,0.00000000
72,TAR02,20230101,240,999999,0.03333333,1,29991231,4.39999920
72,TAR03,20120109,0,999999,0.00500000,1,20230101,0.00000000
72,TAR03,20230101,0,999999,15.00000000,660,29991231,0.00000000
72,TAR04,20120109,0,999999,0.04000000,1,20160101,0.00000000
72,TAR04,20160101,0,999999,0.01666667,1,20210101,0.00000000
72,TAR04,20210101,0,999999,0.01833333,1,20230101,0.00000000
72,TAR04,20230101,0,30,0.55000000,30,20230401,0.00000000
72,TAR04,20230101,30,60,0.04166667,1,20230401,0.55000000
72,TAR04,20230101,60,999999,0.04166667,1,20230401,1.80000010
72,TAR04,20230401,0,30,0.01833333,1,29991231,0.00000000
72,TAR04,20230401,30,999999,0.04166667,1,29991231,0.54999990
72,TAR05,20120109,0,999999,2.50000000,540,20230101,0.00000000
72,TAR05,20230101,0,999999,25.00000000,720,29991231,0.00000000
72,TAR06,20120109,0,999999,5.00000000,1440,20180101,0.00000000
72,TAR06,20180101,0,999999,7.70000000,1440,20190101,0.00000000
72,TAR06,20190101,0,999999,10.00000000,1440,20210101,0.00000000
72,TAR06,20210101,0,999999,12.50000000,1440,29991231,0.00000000
72,TAR07,20150101,0,999999,2.00000000,1440,20210101,0.00000000
72,TAR07,20210101,0,999999,2.20000000,1440,20230101,0.00000000
